Sentence,Label
Coca-Cola holds annual meeting as investors watch mixed quarterly results,neutral
"Markets may get a boost from cheery Black Friday consumer sentiment, seasonal strength",positive
gaps up through resistance around 276.50 after reclaiming its 200-day. Currently working on a 1st stage base (…,positive
Tesla shares plummet as it plans delay to Model 3 deliveries in China due to coronavirus.,negative
"Highlight: “It’s very unclear as to who the target demographic is going to be,”  says about the Tesla cy…",neutral
Ireland's finance minister expects two billion euro in extra health spending #economy #MarketScreener…,neutral
"- Callaway Golf EPS misses by $0.03, beats on revenue",neutral
: VirnetX Holding confirms appeals court ruling; affirms infringement with respect to VPN-on-demand feature of.…,neutral
"Instead of Universal Basic Income, Try Universal Basic Stakeholding",neutral
"NEW: Bernie Sanders leads the Democratic field in a new national poll taken after the Iowa caucuses, with Joe Biden…",neutral
Here's where we are in the impeachment process and what comes next,neutral
"Thanksgiving in its early form carried much of the moral savour of the Protestant calendar, which replaced saints d…",neutral
"December gold off 0.1% at $1,1469.90/oz.",negative
U.S. consumer sentiment rose to a 7-month high,positive
"Amazon , for the first time, directly links comments by  to the award of the contract to Micro…",neutral
Allergan Reports Fourth-Quarter 2019 Results That Plow Past Expectations,positive
Patience With Aurora Cannabis Will Pay Off in 2020,neutral
E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – Trade Through 8216.25 Changes Trend to Down,negative
"Treasury Inversion Is Not About the U.S., It Is About the Whole World",neutral
"NEW Global Electrification Platform, a one-stop-shop for: 

✅ public #data
✅ modeling tools
✅ Open Source, multifun…",neutral
42 arrested after protest delays Harvard-Yale football game,neutral
"{Free} Top Trade Ideas for the Week of November 25, 2019: The Rest Premium, on the blog and here…",neutral
"🎤What does the rhythm of Sydney sound like? 

📰 From our Australia offices, the #NasdaqFam is setting the pace and…",neutral
"CNBC-TV18 Market Highlights: Sensex ends 163 points higher, Nifty holds 12,100; PSU bank index up 2.6% - CNBCTV18",positive
Stocks rose slightly on Friday but headed for their first weekly decline amid uncertainties around the U.S.-China t…,neutral
Ashley House : 10th December 2019 - Annual General Meeting and Trading Update #AshleyHouse #Stock #MarketScreener…,neutral
Waste Management declares $0.5125 dividend,neutral
Taylor Swift dispute highlights music perils for private equity,neutral
"Cannabis stocks are starting to go up in smoke, stifled by thwarted legalization and dried-up financing",negative
BTS Bureau of Transportation Statistics : Third Quarter 2019 U.S. Airline Financial Data #BTS #economy…,neutral
"Mitsubishi postpones SpaceJet delivery again, books $4.5 billion special loss",negative
Mustang Sally will no longer be driving the iconic muscle car in 2019. Ford will use the name 'Mustang' for their n…,neutral
"LexinFintech EPS in-line, beats on revenue",positive
GM shares rise after cash flow beats estimates,positive
Catalent Completes Acquisition of MaSTherCell,neutral
Cash-out refis are making a comeback -- and that's bad news.  OPINION,negative
"Halliburton layoffs driven by 'stark reality' of energy pricing, CFO says",neutral
"Airlines are facing their biggest ever peacetime crisis because of the coronavirus outbreak, and figures show that…",negative
"Is It Smart To Buy Strategic Education, Inc. (NASDAQ:STRA) Before It Goes Ex-Dividend?",neutral
"Workday added to Goldman's conviction list, stock gains",positive
This app recommends stocks based on your Zodiac sign. But it's not what you think,neutral
Here is What Hedge Funds Think About Power Integrations Inc (POWI),neutral
American farmers are already suffering for lack of exports (via ),negative
"How Much Upside Is Too Much for Intel, AMD and Nvidia?",neutral
"""A Once In A Decade Divergence"" Warns This Global Macro Fund",negative
A rift between regulators over the Boeing 737 Max could hold back new plane programs,neutral
"Stock Market Update: Netflix gains, Spotify falls",neutral
Manufacturing contracts as a slowdown in hiring,negative
"Crude oil futures rise, but support seen weak #crudeoil #matprem #MarketScreener",neutral
"WATCH: Softbank chief Masayoshi Son and Alibaba founder Jack Ma, two of Asia’s most prominent tech entrepreneurs, t…",neutral
Shell pushes to power with plans for first big solar plant,neutral
"“No one really has the full amount of money needed to buy the Treasurys they want to hold, or all of the mortgage-b…",neutral
I have some advice for anyone who dares to write about the latest Social Security cost-of-living adjustment: Don’t.,neutral
Vista Outdoor : Federal Ammunition is the Official Ammunition of ACUI Clay Targets Program #VistaOutdoor #Stock…,neutral
Theravance readies $150M stock offering; shares down 5% after hours,negative
"Many workers don't have access to retirement savings programs. Now, efforts on both a national and state level aim...",neutral
Germany Shaken by an Extremist Surprise,neutral
Ford to nearly halve its 2018 before interest and taxes loss in China,neutral
"Fed decision, Lululemon earnings, inflation gauge: 3 things to watch for Wednesday",neutral
South Africa's big supermarkets told to drop exclusivity clauses in mall leases #economy #MarketScreener…,neutral
"Trade, U.S. Elections Are Top Market Risks, Says Goldman Sachs's Moe",negative
- Hewlett Packard Enterprise Q4 2019 Earnings Preview,neutral
"Investors often make poor, emotional decisions based on dips in their portfolio,  says. Here is his advic…",neutral
New Special Effects Lighting at Aviva Stadium Takes Entertainment Experience to the Next Level,neutral
"ArcelorMittal shares surge on higher operating profit, dividend than expected",positive
Macy's Q3 sales $5.173 bln vs. $5.404 bln; FactSet consensus $5.321 bln,negative
"Translate Bio, Inc. (TBIO): Are Hedge Funds Right About This Stock?",neutral
YouTube's Smaller and Growing Slower Than Instagram,neutral
Market rallies after strong consumer demand,positive
Dish may not be key winner amid Intelsat woes - analyst,negative
Launch of new generic drugs in U.S. still lags - WSJ,neutral
Newron nabs RPD tag in U.S. for sarizotan for Rett syndrome,neutral
"⚡️  scientists have developed holograms out of soundwaves that can be seen, heard and felt",neutral
- Helmerich & Payne: High Yield Is Still Secured Despite Loss. Read more and sign up for updates:…,neutral
"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",neutral
La Jolla Pharma to reassess development of LJPC-401,negative
Bank shares sink on concerns over weaker consumer demand,negative
shor-term bottom is in. Loading zone,positive
"China Crypto Crackdown Elicits Binance, Tron Weibo Appeal",neutral
Swing trade ideas for this short week - Happy Trading Week Everyone 📈👍,neutral
ADO Properties S.A.: Changes in the board of directors composition and change in the posit... #ADOProperties #Stock…,neutral
"- Everest Re Group EPS beats by $0.62, beats on revenue",positive
KonaTel reports Q3 results,neutral
How Bernie Sanders is helping Mike Bloomberg,neutral
Vietnam's budget carrier VietJet Aviation JSC will suspend all of its fights to China February 1 amid the novel cor...,negative
Rexford Industrial acquires two industrial properties for $99.7M,neutral
NYSE Closing Bell 🔔:     Telecom Argentina (NYSE: TEO) celebrates their 25th Anniversary Listing,neutral
Barclays Executive’s Lawyer Likens Prosecutor to Titanic Captain,neutral
"Given 6 months to live, woman gets a chance at life, love and a new baby thanks to Liver Tumor Program - UChicago M…",neutral
Jobless Americans to see extra payments as soon as this week,neutral
U.S. oil futures mark lowest finish so far this month,negative
How conservation investment could be a lifeline for endangered species,neutral
"LISTEN NOW: Trade news is in focus today, as progress is made on the USMCA and China tariffs reportedly could be de…",neutral
Fed nominee Judy Shelton faces bipartisan concerns in Senate,neutral
Edited Transcript of RRR earnings conference call or presentation 4-Feb-20 9:30pm GMT,neutral
"Stock Market Live Updates: Stocks end little changed, lashed by Brexit and US-China trade - Yahoo Finance",neutral
Kemper Reports Strong Fourth Quarter and Full Year 2019 Operating Results,positive
"Dell, HPE targets trimmed on compute headwinds",negative
Hedge Funds Are Dumping UMB Financial Corporation (UMBF),negative
"Our December Snapshot was fairly positive. Payroll employment increased, the #unemployment rate fell and housing ma…",positive
Partisan finger-pointing in Congress threatens to poison the debate when lawmakers try to find another emergency bo…,neutral
Climate Fight Takes a Step Back With No Deal on Carbon Markets,neutral
SoftBank launches robotic vacuum in U.S.,neutral
How Chinese tariffs on U.S. imports will stand after February 14 cuts,neutral
Pinduoduo stock rises after reports of Amazon store opening,positive
Senate to vote on calling witnesses in Trump impeachment,neutral
Westpac Banking : Announces Response Plan #WestpacBanking #Stock #MarketScreener,neutral
Honda may keep Wuhan plants closed longer due to outbreak: Nikkei,negative
Is Amicus Therapeutics (NASDAQ:FOLD) A Risky Investment?,neutral
Why You're Probably Underestimating How Much You'll Need in Retirement,neutral
Stock Market Update: Defensive-minded investors,neutral
"Annegret Kramp-Karrenbauer plans to step down as leader of Angela Merkel's Christian Democratic Union, says a spoke…",neutral
UK watchdog probing Google-Looker deal,negative
"TicToc  tarafından ⚡️ “Iman, the last Sumatran rhinoceros in Malaysia, has died at 25”",neutral
Avis Budget : Taps Former Kraft Heinz CEO as Chairman #AvisBudget #Stock #MarketScreener,neutral
China's 21Vianet Group -3.4% on Q3 report,negative
"No Insurance Policy? Lisa Page Sues FBI, DOJ For ""Unlawful"" Disclosure Of Strozk Texts",neutral
Axonics prices stock offering at $22,neutral
Biden Adviser Raises Questions About Iowa Caucus Over App  Problems,neutral
Bernie Sanders Builds Big Primary Machine to Win Prized California,neutral
Iconix Brand leads consumer gainers; Pitney Bowes leads the losers,neutral
When Can You Afford to Retire? Ask Yourself These 4 Questions,neutral
UPDATE 2-Crunch talks lead to Emirates order for 30 Boeing Dreamliners,neutral
Madison Square Garden shares up 1.2% premarket,positive
Why NFL great Joe Theismann is trading risky stocks  by,neutral
How ‘green hydrogen’ could make a reality of ‘green steel’,neutral
- Exxon to wrap up Beaumont hydrocracker restart next week - Reuters,neutral
"Fluidigm EPS beats by $0.06, beats on revenue",positive
Qualcomm forecasts 450 mln in global 5G phone sales in 2021,neutral
- Chevron Corporation 2019 Q4 - Results - Earnings Call Presentation.  #trading #stockmarket #finance,neutral
i3 Energy : Price Monitoring Extension #i3Energy #Stock #MarketScreener,neutral
Investors Get 2 New ESG ETFs for 2020,neutral
Telidyne Announces Purchase of 56% Stake in Ducon Infratechnologies Ltd,neutral
Renault : New Espace illustrated press kit #Renault #Stock #MarketScreener,neutral
Ethereum and Stellar’s Lumen Daily Tech Analysis – 19/11/19,neutral
How to adopt smart retirement and tax strategies,neutral
